dataset,model,explainer,metric,n_instances,mean,median,std,q25,q75,ci_low,ci_high,ci_status
gmsc,lightgbm,lime,faithfulness_enrichment_k5,50,1.387371565829551,1.4336596756861255,0.7012461869081027,0.780570918575103,1.8379535730996208,1.2484572702906889,1.5212920533950767,OK
gmsc,lightgbm,shap,faithfulness_enrichment_k5,50,1.707499943123511,1.769298700106956,0.6880496421518286,1.2266668553529798,2.096159132653258,1.5723036410698414,1.8427638813111296,OK
gmsc,mlp,lime,faithfulness_enrichment_k5,50,1.2561989006335148,1.279358933803674,0.7311321443643213,0.6570190784352449,1.6748007059569991,1.1387594544339836,1.3684986221547555,OK
gmsc,mlp,shap,faithfulness_enrichment_k5,50,1.4260121765120488,1.4313580433820383,0.755897559368078,0.9596305544290564,1.8361668970804947,1.3154324468263578,1.5459025932440944,OK
gmsc,random_forest,lime,faithfulness_enrichment_k5,50,1.3885665718970421,1.4924642147715244,0.7428822157723902,0.8084770123769195,1.9914680306570403,1.2461546536743624,1.5406884252284017,OK
gmsc,random_forest,shap,faithfulness_enrichment_k5,50,1.6620903472826032,1.652783441025729,0.716438968014228,1.2783049125896329,2.0814677807545614,1.5161496438876154,1.8065208789920855,OK
gmsc,xgboost,lime,faithfulness_enrichment_k5,50,1.4038675916939973,1.4409036040306091,0.7074914684794318,0.8421851992607117,1.9326290786266327,1.2671015079438301,1.5357721971107283,OK
gmsc,xgboost,shap,faithfulness_enrichment_k5,50,1.5968347315937281,1.6502434611320496,0.8166756779537755,1.0530706942081451,2.076302170753479,1.43614933463512,1.759358989880886,OK
taiwan,lightgbm,lime,faithfulness_enrichment_k5,50,1.3853448442225276,1.1302463986219005,1.023548941875209,0.5767817085656586,2.0995673326580495,1.2162308615987376,1.5545299481595765,OK
taiwan,lightgbm,shap,faithfulness_enrichment_k5,50,3.0550085175525585,2.686227233224659,2.0132344989000126,1.7327358112796791,3.8797329499054536,2.628651368157198,3.432706655442416,OK
taiwan,mlp,lime,faithfulness_enrichment_k5,50,1.3243433164559801,1.0275030074844675,1.136632246928864,0.37137333883317947,1.9596957611965913,1.1295304741855041,1.5142155688528165,OK
taiwan,mlp,shap,faithfulness_enrichment_k5,50,2.5038841190140064,2.3705346908385536,1.671501416092855,1.2457928802390694,3.432541980253555,2.230031134328997,2.763571794342377,OK
taiwan,random_forest,lime,faithfulness_enrichment_k5,50,1.3739686291468556,1.2478224961382576,1.0880687932651163,0.4781847998498905,2.007264901751171,1.1596892454202659,1.5793649103108771,OK
taiwan,random_forest,shap,faithfulness_enrichment_k5,50,2.3856439800448617,2.213421885010087,1.527010549787733,1.1647263117130073,3.4010115037774407,2.060436681037602,2.696716935948185,OK
taiwan,xgboost,lime,faithfulness_enrichment_k5,50,1.5066369899271521,1.4171096086502075,1.0503508324360185,0.5955175012350082,2.3190839886665344,1.319004047182736,1.6923925908366397,OK
taiwan,xgboost,shap,faithfulness_enrichment_k5,50,2.8514296087101103,2.521223783493042,2.0934159116649673,1.6359383463859558,3.6811278462409978,2.4076463504938475,3.245208916239495,OK
german,lightgbm,lime,topk_minus_random_k10,50,0.1083406900516632,0.06158065878983965,0.22926716529047844,-0.05390261009166442,0.2620737947692727,0.06461467168570746,0.15030045751310186,OK
german,lightgbm,shap,topk_minus_random_k10,50,0.17954477541912917,0.1465724795537937,0.20544983584840368,0.020859867877417525,0.3146527268352796,0.13745057164408908,0.22189653817056698,OK
german,mlp,lime,topk_minus_random_k10,50,0.09678401266239764,0.07793447418979174,0.15576641163502053,-0.01104091579084475,0.15839997819079993,0.07595958954620977,0.11835419017710136,OK
german,mlp,shap,topk_minus_random_k10,50,0.08589438067439169,0.06192630292375205,0.14508239862898575,-0.0081277997938815,0.16497641870857366,0.06652315793588638,0.10548224524974058,OK
german,random_forest,lime,topk_minus_random_k10,50,0.07790188114340825,0.0678939424885919,0.09474387616237989,-0.0021086783173752998,0.1474357574221563,0.0594106064391443,0.0968469622065933,OK
german,random_forest,shap,topk_minus_random_k10,50,0.0729095841285035,0.05081661351720655,0.09772938627193009,-0.0017089690631285751,0.13744438131884568,0.05251992309850538,0.09310373784128496,OK
german,xgboost,lime,topk_minus_random_k10,50,0.2077691629230976,0.1952196657657623,0.21205801867194957,0.06234283000230782,0.36920470744371414,0.16558445445246375,0.24837051207492392,OK
german,xgboost,shap,topk_minus_random_k10,50,0.2308285791873932,0.2314565777778625,0.22761975674208634,0.03877483122050758,0.3977726548910141,0.18502472390948485,0.2781278916316166,OK
gmsc,lightgbm,lime,topk_minus_random_k10,50,-7.53563877964325e-18,0.0,8.217305938649676e-17,-1.3877787807814457e-17,1.3877787807814457e-17,-1.6150967207557555e-17,2.0816681711721684e-18,OK
gmsc,lightgbm,shap,topk_minus_random_k10,50,-7.53563877964325e-18,0.0,8.217305938649676e-17,-1.3877787807814457e-17,1.3877787807814457e-17,-1.6150967207557555e-17,2.0816681711721684e-18,OK
gmsc,mlp,lime,topk_minus_random_k10,50,1.7520707107365748e-18,0.0,3.795091800718323e-17,-1.734723475976807e-18,1.734723475976807e-18,-1.865386265066954e-18,4.660807724614228e-18,OK
gmsc,mlp,shap,topk_minus_random_k10,50,1.7520707107365748e-18,0.0,3.795091800718323e-17,-1.734723475976807e-18,1.734723475976807e-18,-1.865386265066954e-18,4.660807724614228e-18,OK
gmsc,random_forest,lime,topk_minus_random_k10,50,-3.37924133120282e-18,0.0,6.733555021927999e-17,-2.775557561562892e-17,1.3877787807814457e-17,-8.774427197367009e-18,2.218395921505976e-18,OK
gmsc,random_forest,shap,topk_minus_random_k10,50,-3.1988300897012324e-18,0.0,6.876098270765461e-17,-2.775557561562892e-17,1.3877787807814457e-17,-1.0558813162889107e-17,3.829112952639455e-18,OK
gmsc,xgboost,lime,topk_minus_random_k10,50,1.367181539535522e-09,0.0,3.999382573618612e-08,-7.450580596923828e-09,1.3969838619232178e-08,-3.036710092079677e-09,5.363434413696991e-09,OK
gmsc,xgboost,shap,topk_minus_random_k10,50,1.367181539535522e-09,0.0,3.999382573618612e-08,-7.450580596923828e-09,1.3969838619232178e-08,-3.036710092079677e-09,5.363434413696991e-09,OK
taiwan,lightgbm,lime,topk_minus_random_k10,50,-0.006406139728802732,0.004493458948358901,0.0814179089851204,-0.046018050917670576,0.048209546490983475,-0.022395305439351827,0.009375030617552144,OK
taiwan,lightgbm,shap,topk_minus_random_k10,50,0.13218301738406202,0.08116444305567394,0.15953410664920054,0.013951757395331325,0.20448294156084224,0.09743040881464156,0.16445271517648968,OK
taiwan,mlp,lime,topk_minus_random_k10,50,-0.028531352687618014,-0.0066441198522042,0.07420540665554186,-0.04796850569159905,0.01751331078230795,-0.042122429088829835,-0.014062872255554037,OK
taiwan,mlp,shap,topk_minus_random_k10,50,0.07914090270961167,0.043960127450041256,0.12258605379491108,0.00693239865627585,0.1099584556242727,0.05454263446387399,0.10161063609183048,OK
taiwan,random_forest,lime,topk_minus_random_k10,50,-0.00337987582549629,0.01245288327939085,0.0726818645538288,-0.016705976856258773,0.04297042997771365,-0.01774295372880555,0.012329677427747356,OK
taiwan,random_forest,shap,topk_minus_random_k10,50,0.07862194525138333,0.04017104417913025,0.11330624480270186,0.00939293333095205,0.08497971051205365,0.053977119070917304,0.1016901925276203,OK
taiwan,xgboost,lime,topk_minus_random_k10,50,-0.004255087867379196,0.0144800748676061,0.0842047458851771,-0.04554257355630395,0.04885030724108218,-0.020234839130134786,0.01228456757053552,OK
taiwan,xgboost,shap,topk_minus_random_k10,50,0.12062487662583589,0.06908998638391489,0.16208670670444567,0.005052981898188549,0.17949523031711573,0.08570724501919078,0.15303257034324544,OK
german,lightgbm,lime,faithfulness_enrichment_k10,50,1.5451450478386104,1.3012914379710954,1.16406508859803,0.7181280913789396,2.0146008156526753,1.3135835902413964,1.7733427773169343,OK
german,lightgbm,shap,faithfulness_enrichment_k10,50,1.8115524326679657,1.5673041974982973,1.237307692850151,1.100048669938367,2.2116203763251727,1.5520229553007032,2.044460956035486,OK
german,mlp,lime,faithfulness_enrichment_k10,50,1.6538367356379344,1.5970443597026884,1.1620489566143668,0.9419616764568436,2.2208746526653007,1.4896299561036095,1.8188537064762935,OK
german,mlp,shap,faithfulness_enrichment_k10,50,1.65178400558269,1.522975105977239,1.0969305046607496,0.9357907812112405,2.1458515281405175,1.485200118825656,1.810492127028723,OK
german,random_forest,lime,faithfulness_enrichment_k10,50,1.5109020825844102,1.6524960304568967,0.7088007715162705,0.9718183406266061,2.0388454745981157,1.3850756615444133,1.6424068225385675,OK
german,random_forest,shap,faithfulness_enrichment_k10,50,1.5102614392431033,1.5639330845823651,0.731826461257097,0.9727524899332921,1.9849753012541673,1.3663322506742066,1.6511341637054266,OK
german,xgboost,lime,faithfulness_enrichment_k10,50,1.795599356994033,1.8153374195098877,0.9465715156668645,1.3054116666316986,2.1882604360580444,1.6108123540907058,1.9769760718776013,OK
german,xgboost,shap,faithfulness_enrichment_k10,50,1.922865545719862,1.7590032815933228,1.2504324730791891,1.205018788576126,2.2574961185455322,1.659935177262869,2.1681551491232476,OK
gmsc,lightgbm,lime,faithfulness_enrichment_k10,50,1.0,1.0,2.684812194820523e-16,0.9999999999999998,1.0000000000000002,1.0,1.0,OK
gmsc,lightgbm,shap,faithfulness_enrichment_k10,50,1.0,1.0,2.684812194820523e-16,0.9999999999999998,1.0000000000000002,1.0,1.0,OK
gmsc,mlp,lime,faithfulness_enrichment_k10,50,1.0,1.0,2.6431703297108167e-16,0.9999999999999998,1.0000000000000002,1.0,1.0,OK
gmsc,mlp,shap,faithfulness_enrichment_k10,50,1.0,1.0,2.6431703297108167e-16,0.9999999999999998,1.0000000000000002,1.0,1.0,OK
gmsc,random_forest,lime,faithfulness_enrichment_k10,50,1.0,1.0,2.634762980980434e-16,0.9999999999999998,1.0000000000000002,1.0,1.0,OK
gmsc,random_forest,shap,faithfulness_enrichment_k10,50,1.0,1.0,2.613154647321774e-16,0.9999999999999998,1.0000000000000002,1.0,1.0,OK
gmsc,xgboost,lime,faithfulness_enrichment_k10,50,0.9999999990463256,1.0,1.2468265946223892e-07,0.9999998807907104,1.0000001192092896,0.9999999858438968,1.000000011920929,OK
gmsc,xgboost,shap,faithfulness_enrichment_k10,50,0.9999999990463256,1.0,1.2468265946223892e-07,0.9999998807907104,1.0000001192092896,0.9999999858438968,1.000000011920929,OK
taiwan,lightgbm,lime,faithfulness_enrichment_k10,50,1.0815702919946555,1.0636928372877168,0.7277487234330741,0.4271635412278487,1.5925581553755164,0.9394597454108095,1.2180424435337949,OK
taiwan,lightgbm,shap,faithfulness_enrichment_k10,50,1.9326395035272412,1.8287881736188547,1.1373265374163728,1.1952042206403193,2.3470230337773392,1.6952423798912981,2.148259352571516,OK
taiwan,mlp,lime,faithfulness_enrichment_k10,50,0.9502931387373278,0.8442240240515362,0.6795790542540087,0.39520384779088935,1.3766715982816196,0.8350848608824235,1.0654247595461896,OK
taiwan,mlp,shap,faithfulness_enrichment_k10,50,1.8440132420573763,1.7944289422279638,1.0603511882693952,1.1845993539851802,2.402812764304148,1.687087144814162,1.9984883708549475,OK
taiwan,random_forest,lime,faithfulness_enrichment_k10,50,1.3152823857773623,1.2618130839501451,0.8519763485872297,0.6717774010058388,1.926048857938722,1.1481371650868846,1.4813555889075511,OK
taiwan,random_forest,shap,faithfulness_enrichment_k10,50,1.8280661415115615,1.751301745271824,0.8951085704063856,1.2479418060511183,2.4955267398163947,1.6537168533065978,2.01154237309931,OK
taiwan,xgboost,lime,faithfulness_enrichment_k10,50,1.1191305251037702,1.1549914479255676,0.7078970509224505,0.5027567446231842,1.6545725762844086,0.9892679124012163,1.2519847091181948,OK
taiwan,xgboost,shap,faithfulness_enrichment_k10,50,1.8316622977014632,1.757674217224121,1.172699896459119,1.0860779583454132,2.3118436932563786,1.585231561873687,2.0555362499591427,OK
